Address,Parcel ID,Contractor Name,Price,Projected Demolished By Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
19319 Lyndon,22009878-9,Able Demolition,$13579.45,10/12/2017,No,1,42.393328,-83.231589,"location
(42.393328, -83.231589)",Westwood Park
12406 E Eight Mile,21028395-8,Dore & Associates,$24000.00,11/19/2017,Yes,3,42.448709,-82.998671,"location
(42.448709, -82.998671)",Conner Creek
1668 Evans,20006666.,DMC Consultants,$15300.00,10/31/2017,No,6,42.308771,-83.123713,"location
(42.308771, -83.123713)",Springwells
11814 Dexter,12010508.,Able Demolition,$54474.35,11/19/2017,Yes,5,42.380765,-83.124372,"location
(42.380765, -83.124372)",Dexter-Linwood
2014 Sharon,20008112.,Blue Star,$16400.00,11/14/2017,No,6,42.307457,-83.134363,"location
(42.307457, -83.134363)",Springwells
12400 E Eight Mile,21028399.,Dore & Associates,$29000.00,11/19/2017,Yes,3,42.448705,-82.998871,"location
(42.448705, -82.998871)",Conner Creek
15810 Capitol,22055839-56,Smalley,$55000.00,10/08/2017,Yes,7,42.377996,-83.202049,"location
(42.377996, -83.202049)",Plymouth-I96
19818 Cooley,22115287.002L,Able Demolition,$12910.63,10/12/2017,No,1,42.436221,-83.259491,"location
(42.436221, -83.259491)",Berg-Lahser
5855 Vancouver,16014814.,Den-Man Contractors,$24400.00,09/22/2017,Yes,6,42.35462,-83.13112,"location
(42.35462, -83.13112)",Midwest
4403 Magnolia,14000754.,DMC Consultants,$22189.50,10/31/2017,No,6,42.333309,-83.105255,"location
(42.333309, -83.105255)",Chadsey Condon
8945 Pinehurst,18017755.,DMC Consultants,$15235.00,10/31/2017,No,7,42.360871,-83.165713,"location
(42.360871, -83.165713)",Barton-McFarland
19967 Lindsay,22067071.,Able Demolition,$14932.85,10/12/2017,No,2,42.438815,-83.215092,"location
(42.438815, -83.215092)",Greenfield
5261 Radnor,21078419.,Homrich,$11355.00,11/26/2017,No,4,42.41257,-82.920503,"location
(42.41257, -82.920503)",Cornerstone Village
13174 Monte Vista,16044523.,Rickman Enterprise Group,$29221.79,11/19/2017,No,7,42.384572,-83.166121,"location
(42.384572, -83.166121)",Grand River-I96
13608 Washburn,16039065.,"Adamo Group, Inc.",$9716.00,11/13/2017,No,7,42.387652,-83.159789,"location
(42.387652, -83.159789)",Northwest Community
14199 Pinewood,21022319.,Gayanga Co,$12061.02,11/19/2017,No,3,42.439068,-82.975999,"location
(42.439068, -82.975999)",Franklin
14757 Houston-Whittier,21014558-9,"Adamo Group, Inc.",$11393.00,11/13/2017,No,4,42.420962,-82.970378,"location
(42.420962, -82.970378)",Mapleridge
1104 Philip,21060046.,Rickman Enterprise Group,$16633.53,11/06/2017,No,4,42.375292,-82.942939,"location
(42.375292, -82.942939)",Riverbend
9558 Hayes,21056371.,Homrich,$13176.00,11/26/2017,No,4,42.410272,-82.96422,"location
(42.410272, -82.96422)",Outer Drive-Hayes
14578 Washburn,16039134.,"Adamo Group, Inc.",$16064.00,11/13/2017,No,7,42.396426,-83.160127,"location
(42.396426, -83.160127)",Bethune Community
13131 Appoline,22021804.,Rickman Enterprise Group,$14078.82,11/19/2017,No,7,42.38386,-83.16995,"location
(42.38386, -83.16995)",Grand River-I96
9393 Coyle,22045729.,"Adamo Group, Inc.",$12507.00,11/13/2017,No,7,42.364583,-83.19328,"location
(42.364583, -83.19328)",We Care Community
6317 May,19001567.,Blue Star,$20699.00,11/14/2017,No,3,42.391853,-83.008712,"location
(42.391853, -83.008712)",Airport Sub
5024 Belvidere,19007596.,Homrich,$20103.00,11/26/2017,No,5,42.380922,-83.001342,"location
(42.380922, -83.001342)",Gratiot Woods
5027 Mcclellan,19007147.,Homrich,$14241.00,11/26/2017,No,5,42.381095,-83.000894,"location
(42.381095, -83.000894)",Gratiot Woods
4914 Belvidere,19007588.,Homrich,$16595.00,11/26/2017,No,5,42.380181,-83.000831,"location
(42.380181, -83.000831)",Gratiot Woods
4909 Mcclellan,19007157.,Homrich,$12700.00,11/26/2017,No,5,42.38028,-83.000317,"location
(42.38028, -83.000317)",Gratiot Woods
4901 Mcclellan,19007158.,Homrich,$12849.00,11/26/2017,No,5,42.380207,-83.000265,"location
(42.380207, -83.000265)",Gratiot Woods
19711 Dresden,21034856.,Gayanga Co,$10153.61,11/19/2017,No,3,42.440458,-83.000368,"location
(42.440458, -83.000368)",Pulaski
19701 Dresden,21034857.,Gayanga Co,$14051.25,11/19/2017,No,3,42.440348,-83.000363,"location
(42.440348, -83.000363)",Pulaski
1946 Liddesdale,20013589.,DMC Consultants,$18701.00,10/31/2017,No,6,42.273453,-83.153821,"location
(42.273453, -83.153821)",Boynton
14429 Camden,21005997.,Homrich,$14081.00,11/26/2017,No,4,42.407606,-82.965688,"location
(42.407606, -82.965688)",Outer Drive-Hayes
14425 Kent,21005448.,Homrich,$17102.00,11/26/2017,No,4,42.406941,-82.965255,"location
(42.406941, -82.965255)",Outer Drive-Hayes
14804 Washburn,16039149.,"Adamo Group, Inc.",$16268.00,11/13/2017,No,2,42.398081,-83.1602,"location
(42.398081, -83.1602)",Bethune Community
14425 Promenade,21009142.,Homrich,$19071.00,11/26/2017,No,4,42.414175,-82.969858,"location
(42.414175, -82.969858)",Outer Drive-Hayes
12210 Grandmont,22064781.,Gayanga Co,$11925.60,11/09/2017,No,7,42.377074,-83.209423,"location
(42.377074, -83.209423)",Plymouth-I96
11633 Winthrop,22052522.,"Adamo Group, Inc.",$11099.00,11/13/2017,No,7,42.373135,-83.199122,"location
(42.373135, -83.199122)",Plymouth-I96
11630 Winthrop,22051671.,"Adamo Group, Inc.",$13497.00,11/13/2017,No,7,42.373147,-83.198414,"location
(42.373147, -83.198414)",Plymouth-I96
14440 Wilshire,21008330.,Homrich,$14587.00,11/26/2017,No,4,42.412851,-82.968921,"location
(42.412851, -82.968921)",Outer Drive-Hayes
10000 Hayes,21056396.,Homrich,$14145.00,11/26/2017,No,4,42.41289,-82.964388,"location
(42.41289, -82.964388)",Outer Drive-Hayes
14865 Hartwell,22029242.,Salenbien Trucking & Excavating Inc.,$11938.00,12/19/2017,No,2,42.398248,-83.178156,"location
(42.398248, -83.178156)",Bethune Community
14585 Hartwell,22029262.,Salenbien Trucking & Excavating Inc.,$18964.00,12/19/2017,No,2,42.396145,-83.178063,"location
(42.396145, -83.178063)",Bethune Community
20181 Cameron,09021976.,Able Demolition,$14342.00,10/24/2017,No,3,42.443466,-83.094256,"location
(42.443466, -83.094256)",Nolan
19961 CAMERON,09022003.,Able Demolition,$12221.00,10/24/2017,No,3,42.440712,-83.094167,"location
(42.440712, -83.094167)",Nolan
3958 Nottingham,21066379.,Farrow Group,$10149.50,09/28/2017,No,4,42.39184,-82.943634,"location
(42.39184, -82.943634)",Morningside
3717 Haverhill,21070317.,Farrow Group,$12401.25,10/12/2017,No,4,42.392852,-82.937713,"location
(42.392852, -82.937713)",Morningside
14535 Freeland,22036279.,Able Demolition,$12643.48,11/01/2017,No,1,42.395218,-83.185509,"location
(42.395218, -83.185509)",Bethune Community
15044 Tracey,22031298.,DMC Consultants,$15342.80,10/29/2017,No,2,42.400565,-83.179804,"location
(42.400565, -83.179804)",Bethune Community
15325 Stansbury,22033968-9,DMC Consultants,$27435.00,10/29/2017,No,2,42.402463,-83.182633,"location
(42.402463, -83.182633)",Bethune Community
14434 Kilbourne,21009885.,"Adamo Group, Inc.",$16225.00,11/13/2017,No,4,42.416554,-82.971376,"location
(42.416554, -82.971376)",Outer Drive-Hayes
6132 Seminole,17007836.,Blue Star,$24700.00,11/14/2017,No,5,42.386699,-83.016247,"location
(42.386699, -83.016247)",Gratiot Town/Ketterring
21635 Fenkell,22010935.,Rickman Enterprise Group,$29870.00,11/09/2017,Yes,1,42.400097,-83.255106,"location
(42.400097, -83.255106)",Brightmoor
14474 Camden,21005661.,Homrich,$35683.00,11/26/2017,No,4,42.407558,-82.964637,"location
(42.407558, -82.964637)",Outer Drive-Hayes
5673 Linwood,10007784.,DMC Consultants,$18245.00,10/31/2017,No,5,42.353707,-83.095144,"location
(42.353707, -83.095144)",NW Goldberg
8856 N Clarendon,14007430.,DMC Consultants,$22020.00,10/31/2017,No,5,42.364253,-83.12528,"location
(42.364253, -83.12528)",Petoskey-Otsego
1085 Lewerenz,18008429.,Farrow Group,$16043.75,10/12/2017,No,6,42.307093,-83.112199,"location
(42.307093, -83.112199)",Central Southwest
6837 Rutherford,22056830.,Blue Star,$12601.00,11/14/2017,No,7,42.341936,-83.201421,"location
(42.341936, -83.201421)",Warren Ave Community
3610 Wayburn,21063346.,Farrow Group,$5813.00,09/26/2017,No,4,42.388986,-82.947393,"location
(42.388986, -82.947393)",Morningside
9206 Guilford,21075732.,Homrich,$13722.00,11/26/2017,No,4,42.419122,-82.936929,"location
(42.419122, -82.936929)",Yorkshire Woods
4244 Richton,14004471-2,"Adamo Group, Inc.",$26891.00,11/13/2017,No,7,42.381137,-83.131688,"location
(42.381137, -83.131688)",Nardin Park
4020 Richton,14004487.,DMC Consultants,$17307.20,10/31/2017,No,7,42.381954,-83.129486,"location
(42.381954, -83.129486)",Nardin Park
3828 Richton,14004493.,DMC Consultants,$16442.00,10/31/2017,No,7,42.38227,-83.128657,"location
(42.38227, -83.128657)",Nardin Park
3820 Richton,14004494.,DMC Consultants,$19461.00,10/31/2017,No,7,42.382316,-83.128533,"location
(42.382316, -83.128533)",Nardin Park
3762 Richton,14004501.,DMC Consultants,$20829.00,10/31/2017,No,7,42.382661,-83.127607,"location
(42.382661, -83.127607)",Nardin Park
3740 Richton,14004504.,DMC Consultants,$14864.10,10/31/2017,No,7,42.382809,-83.127211,"location
(42.382809, -83.127211)",Nardin Park
2020 Mclean,09005701.,Homrich,$13890.00,11/26/2017,No,3,42.406287,-83.072629,"location
(42.406287, -83.072629)",Campau/Banglatown
9967 Woodside,16018525.,"Adamo Group, Inc.",$13094.00,11/13/2017,No,7,42.370596,-83.138037,"location
(42.370596, -83.138037)",Nardin Park
12076 Yellowstone,14012656.,"Adamo Group, Inc.",$10010.00,11/13/2017,No,7,42.378187,-83.135567,"location
(42.378187, -83.135567)",Nardin Park
12082 Yellowstone,14012657.,"Adamo Group, Inc.",$17971.00,11/13/2017,No,7,42.378274,-83.135626,"location
(42.378274, -83.135626)",Nardin Park
3773 Monterey,14004332.,DMC Consultants,$18493.00,10/31/2017,No,7,42.381614,-83.127083,"location
(42.381614, -83.127083)",Nardin Park
3797 Monterey,14004336.,DMC Consultants,$16206.98,10/31/2017,No,7,42.381465,-83.127479,"location
(42.381465, -83.127479)",Nardin Park
12056 Nardin,14013097.,"Adamo Group, Inc.",$15529.00,11/13/2017,No,7,42.377221,-83.137283,"location
(42.377221, -83.137283)",Nardin Park
31 W Brentwood,01006767.,Able Demolition,$41713.00,11/19/2017,Yes,2,42.431202,-83.103113,"location
(42.431202, -83.103113)",Grixdale Farms
2915 Burrell,12000793.,DMC Consultants,$18713.00,10/31/2017,No,6,42.349515,-83.096376,"location
(42.349515, -83.096376)",Core City
3322 Elmhurst,12003625.,DMC Consultants,$24035.00,10/31/2017,No,5,42.381906,-83.123994,"location
(42.381906, -83.123994)",Dexter-Linwood
3917 Fenkell,12005302.,Able Demolition,$20907.00,11/19/2017,Yes,2,42.402508,-83.137291,"location
(42.402508, -83.137291)",Dexter-Fenkell
3768 Elmhurst,14004226.,DMC Consultants,$17753.50,10/31/2017,No,7,42.380698,-83.126351,"location
(42.380698, -83.126351)",Nardin Park
18908 Hull,09019804.,Homrich,$13951.00,11/26/2017,No,3,42.431836,-83.088595,"location
(42.431836, -83.088595)",Hawthorne Park
5613 Campbell,16014597.,DMC Consultants,$20179.10,10/31/2017,No,6,42.342936,-83.122856,"location
(42.342936, -83.122856)",Chadsey Condon
17527 Dequindre,09016929.,Homrich,$14793.00,11/26/2017,No,3,42.422436,-83.082768,"location
(42.422436, -83.082768)",Cadillac Heights
2243 Tuxedo,08003453.,DMC Consultants,$40258.00,10/31/2017,No,5,42.385594,-83.109698,"location
(42.385594, -83.109698)",Dexter-Linwood
5713 Loraine,10008273.,DMC Consultants,$17474.20,10/31/2017,No,5,42.35388,-83.096416,"location
(42.35388, -83.096416)",NW Goldberg
3080 Roosevelt,12010019.,DMC Consultants,$25719.00,10/31/2017,No,6,42.332453,-83.0946,"location
(42.332453, -83.0946)",Chadsey Condon
18107 Greeley,09019582.,Homrich,$14958.00,11/26/2017,No,3,42.426631,-83.087849,"location
(42.426631, -83.087849)",Hawthorne Park
2250 Elmhurst,08003570.,DMC Consultants,$18892.50,10/31/2017,No,5,42.386812,-83.110684,"location
(42.386812, -83.110684)",Dexter-Linwood
18417 Mt Elliott,13009401.,Gayanga Co,$10671.89,11/19/2017,No,3,42.428255,-83.039122,"location
(42.428255, -83.039122)",Grant
3415 Wager,12002757.,DMC Consultants,$15289.50,10/31/2017,No,7,42.371763,-83.116948,"location
(42.371763, -83.116948)",Dexter-Linwood
2238 Monterey,08003664.,DMC Consultants,$19826.00,10/31/2017,No,5,42.38756,-83.110951,"location
(42.38756, -83.110951)",Dexter-Linwood
2439 Monterey,10003380.,DMC Consultants,$22700.50,10/31/2017,No,5,42.385994,-83.11395,"location
(42.385994, -83.11395)",Dexter-Linwood
18472 Concord,15011125.,Gayanga Co,$18103.04,11/19/2017,No,3,42.429579,-83.032309,"location
(42.429579, -83.032309)",Grant
2550 Monterey,10003435.,DMC Consultants,$17102.00,10/31/2017,No,5,42.385639,-83.116106,"location
(42.385639, -83.116106)",Dexter-Linwood
12049 Cascade,14012459.,"Adamo Group, Inc.",$11225.00,11/13/2017,No,7,42.378,-83.134943,"location
(42.378, -83.134943)",Nardin Park
19134 Russell,09020692-3,Homrich,$14548.00,11/26/2017,No,3,42.433153,-83.090404,"location
(42.433153, -83.090404)",Nolan
2697 Tuxedo,10003242.,DMC Consultants,$23247.00,10/31/2017,No,5,42.382789,-83.117196,"location
(42.382789, -83.117196)",Dexter-Linwood
2051 Meade,09005858.,Homrich,$15212.00,11/26/2017,No,3,42.407486,-83.072823,"location
(42.407486, -83.072823)",Campau/Banglatown
19170 Danbury,01009133.,Homrich,$17495.00,11/26/2017,No,2,42.433301,-83.105955,"location
(42.433301, -83.105955)",Penrose
18860 Greeley,09019253.,Homrich,$17765.00,11/26/2017,No,3,42.431207,-83.087339,"location
(42.431207, -83.087339)",Hawthorne Park
3727 Garland,21038240.,"Adamo Group, Inc.",$16042.00,11/13/2017,No,4,42.375263,-82.988326,"location
(42.375263, -82.988326)",West End
14490 Wilshire,21008323.,Homrich,$30893.00,11/26/2017,No,4,42.412808,-82.968015,"location
(42.412808, -82.968015)",Outer Drive-Hayes
14460 Wilshire,21008327.,Homrich,$25134.00,11/26/2017,No,4,42.412832,-82.968533,"location
(42.412832, -82.968533)",Outer Drive-Hayes
12112 Wilshire,21008444.,Den-Man Contractors,$41308.00,10/25/2017,No,4,42.406846,-82.987018,"location
(42.406846, -82.987018)",Wade
12280 Glenfield,21010520.,"Adamo Group, Inc.",$17891.00,11/13/2017,No,4,42.412214,-82.987571,"location
(42.412214, -82.987571)",Eden Gardens
12274 Glenfield,21010521.,"Adamo Group, Inc.",$22789.00,11/13/2017,No,4,42.412168,-82.987705,"location
(42.412168, -82.987705)",Eden Gardens
12046 Glenfield,21010543.,"Adamo Group, Inc.",$30946.00,11/13/2017,No,4,42.410994,-82.991038,"location
(42.410994, -82.991038)",Eden Gardens
14961 Tracey,22031920.,DMC Consultants,$15538.10,10/29/2017,No,2,42.399513,-83.18039,"location
(42.399513, -83.18039)",Bethune Community
14955 Tracey,22031921.,DMC Consultants,$22260.00,10/29/2017,No,2,42.399417,-83.180386,"location
(42.399417, -83.180386)",Bethune Community
9990 Carlin,22032081-2,"Adamo Group, Inc.",$16309.00,11/13/2017,No,7,42.369599,-83.178698,"location
(42.369599, -83.178698)",Plymouth-Hubbell
9639 Carlin,22032100.,"Adamo Group, Inc.",$12880.00,11/13/2017,No,7,42.367824,-83.179268,"location
(42.367824, -83.179268)",Plymouth-Hubbell
9625 Carlin,22032102.,"Adamo Group, Inc.",$12476.00,11/13/2017,No,7,42.367626,-83.179261,"location
(42.367626, -83.179261)",Plymouth-Hubbell
12230 St Marys,22058466.,Able Demolition,$22770.45,10/24/2017,No,7,42.377438,-83.20461,"location
(42.377438, -83.20461)",Plymouth-I96
11691 St Marys,22059288.,Able Demolition,$13163.33,10/24/2017,No,7,42.373857,-83.205178,"location
(42.373857, -83.205178)",Plymouth-I96
12080 Promenade,21008878.,Den-Man Contractors,$18471.00,10/25/2017,No,4,42.407623,-82.988146,"location
(42.407623, -82.988146)",Wade
14675 Washburn,16039812.,"Adamo Group, Inc.",$10758.00,11/13/2017,No,7,42.397717,-83.160817,"location
(42.397717, -83.160817)",Bethune Community
9379 Winthrop,22052588.,"Adamo Group, Inc.",$12305.00,10/25/2017,No,7,42.364629,-83.198592,"location
(42.364629, -83.198592)",Joy Community
12846 Wade,21006075.,"Adamo Group, Inc.",$10551.00,11/13/2017,No,4,42.404751,-82.97486,"location
(42.404751, -82.97486)",Ravendale
12738 Wade,21006090.,Rickman Enterprise Group,$15884.28,11/06/2017,No,4,42.404131,-82.97666,"location
(42.404131, -82.97666)",Ravendale
11848 Wade,21006144.,"Adamo Group, Inc.",$17501.00,11/13/2017,No,4,42.400881,-82.986151,"location
(42.400881, -82.986151)",Ravendale
11708 Wade,21006164.,Rickman Enterprise Group,$10599.73,11/06/2017,No,4,42.400067,-82.988499,"location
(42.400067, -82.988499)",Ravendale
11632 Littlefield,22026619.,"Adamo Group, Inc.",$10648.00,11/13/2017,No,7,42.373645,-83.175233,"location
(42.373645, -83.175233)",Pride Area Community
12061 Corbett,21006969.,Rickman Enterprise Group,$24532.39,11/06/2017,No,4,42.403309,-82.985854,"location
(42.403309, -82.985854)",Wade
12044 Montrose,22052988.,"Adamo Group, Inc.",$11750.00,11/13/2017,No,7,42.375408,-83.199724,"location
(42.375408, -83.199724)",Plymouth-I96
12059 Montrose,22053297.,"Adamo Group, Inc.",$11526.00,11/13/2017,No,7,42.375589,-83.200437,"location
(42.375589, -83.200437)",Plymouth-I96
14240 Flanders,21011284.,"Adamo Group, Inc.",$16804.00,11/13/2017,No,4,42.418252,-82.97558,"location
(42.418252, -82.97558)",Eden Gardens
13448 Flanders,21011290.,"Adamo Group, Inc.",$11119.00,11/13/2017,No,4,42.417935,-82.976525,"location
(42.417935, -82.976525)",Eden Gardens
13436 Flanders,21011291.,"Adamo Group, Inc.",$11987.00,11/13/2017,No,4,42.417888,-82.976661,"location
(42.417888, -82.976661)",Eden Gardens
13430 Flanders,21011292.,"Adamo Group, Inc.",$11610.00,11/13/2017,No,4,42.417844,-82.976786,"location
(42.417844, -82.976786)",Eden Gardens
13422 Flanders,21011293.,"Adamo Group, Inc.",$14202.00,11/13/2017,No,4,42.417802,-82.976903,"location
(42.417802, -82.976903)",Eden Gardens
13394 Flanders,21011297.,"Adamo Group, Inc.",$17284.00,11/13/2017,No,4,42.417634,-82.977381,"location
(42.417634, -82.977381)",Eden Gardens
13320 Flanders,21011307.,"Adamo Group, Inc.",$13588.00,11/13/2017,No,4,42.417196,-82.978625,"location
(42.417196, -82.978625)",Eden Gardens
13300 Flanders,21011309.,"Adamo Group, Inc.",$10690.00,11/13/2017,No,4,42.417103,-82.978888,"location
(42.417103, -82.978888)",Eden Gardens
5303 Belvidere,19007799.,"Adamo Group, Inc.",$20772.00,11/13/2017,No,5,42.382862,-83.003464,"location
(42.382862, -83.003464)",Gratiot Woods
5157 Belvidere,19007805.,"Adamo Group, Inc.",$13126.00,11/13/2017,No,5,42.382298,-83.003065,"location
(42.382298, -83.003065)",Gratiot Woods
5145 Belvidere,19007807.,"Adamo Group, Inc.",$33612.00,11/13/2017,No,5,42.382152,-83.002962,"location
(42.382152, -83.002962)",Gratiot Woods
5057 Belvidere,19007822.,"Adamo Group, Inc.",$28029.00,11/13/2017,No,5,42.381058,-83.002189,"location
(42.381058, -83.002189)",Gratiot Woods
4751 Belvidere,19007846.,Homrich,$15075.00,11/26/2017,No,5,42.378885,-83.000676,"location
(42.378885, -83.000676)",Gratiot Woods
4567 Belvidere,19007857.,Homrich,$20190.00,11/26/2017,No,5,42.377562,-82.999748,"location
(42.377562, -82.999748)",Gratiot Woods
4303 Belvidere,19007870.,Homrich,$12488.00,11/26/2017,No,5,42.376444,-82.998931,"location
(42.376444, -82.998931)",Gratiot Woods
11641 Forrer,22054650.,"Adamo Group, Inc.",$14146.00,11/13/2017,No,7,42.373196,-83.20156,"location
(42.373196, -83.20156)",Plymouth-I96
12835 Loretto,21012377.,"Adamo Group, Inc.",$11289.00,11/13/2017,No,4,42.418186,-82.983581,"location
(42.418186, -82.983581)",Eden Gardens
13011 Glenfield,21010684.,"Adamo Group, Inc.",$20976.00,11/13/2017,No,4,42.415138,-82.980901,"location
(42.415138, -82.980901)",Eden Gardens
8311 Kenney,17002978.,Able Demolition,$14140.00,12/11/2017,No,3,42.410791,-83.018117,"location
(42.410791, -83.018117)",Airport Sub
11823 Elmdale,21007315.,Rickman Enterprise Group,$16244.05,11/06/2017,No,4,42.403525,-82.988408,"location
(42.403525, -82.988408)",Wade
12225 Elmdale,21007344.,Rickman Enterprise Group,$19062.49,11/06/2017,No,4,42.40498,-82.984185,"location
(42.40498, -82.984185)",Wade
13023 Elmdale,21007401.,"Adamo Group, Inc.",$12875.00,11/13/2017,No,4,42.407827,-82.975931,"location
(42.407827, -82.975931)",Outer Drive-Hayes
13041 Elmdale,21007403.,"Adamo Group, Inc.",$12424.00,11/13/2017,No,4,42.407919,-82.975662,"location
(42.407919, -82.975662)",Outer Drive-Hayes
13425 Elmdale,21007433.,"Adamo Group, Inc.",$15015.00,11/13/2017,No,4,42.409345,-82.971487,"location
(42.409345, -82.971487)",Outer Drive-Hayes
14283 Elmdale,21007447.,"Adamo Group, Inc.",$26040.00,11/13/2017,No,4,42.410056,-82.969413,"location
(42.410056, -82.969413)",Outer Drive-Hayes
14307 Elmdale,21007449.,"Adamo Group, Inc.",$18270.00,11/13/2017,No,4,42.410195,-82.96901,"location
(42.410195, -82.96901)",Outer Drive-Hayes
11667 Montrose,22053317.,"Adamo Group, Inc.",$11866.00,11/13/2017,No,7,42.373584,-83.200357,"location
(42.373584, -83.200357)",Plymouth-I96
11661 Montrose,22053318.,"Adamo Group, Inc.",$12308.00,11/13/2017,No,7,42.37349,-83.200353,"location
(42.37349, -83.200353)",Plymouth-I96
14643 Marlowe,22041291.,Salenbien Trucking & Excavating Inc.,$15207.00,12/19/2017,No,1,42.396542,-83.189969,"location
(42.396542, -83.189969)",Hubbell-Lyndon
14615 Marlowe,22041295.,Salenbien Trucking & Excavating Inc.,$12331.00,12/19/2017,No,1,42.396159,-83.189952,"location
(42.396159, -83.189952)",Hubbell-Lyndon
14595 Marlowe,22041298.,Salenbien Trucking & Excavating Inc.,$12245.00,12/19/2017,No,1,42.395871,-83.18994,"location
(42.395871, -83.18994)",Hubbell-Lyndon
4726 Cooper,19006338.,"Adamo Group, Inc.",$13486.00,11/13/2017,No,4,42.379765,-82.997478,"location
(42.379765, -82.997478)",West End
13202 Robson,22043575.,Able Demolition,$12887.60,09/26/2017,No,1,42.384064,-83.19207,"location
(42.384064, -83.19207)",Schoolcraft Southfield
6002 Malcolm,21036597.,"Adamo Group, Inc.",$17723.00,11/13/2017,No,4,42.396312,-82.984907,"location
(42.396312, -82.984907)",Chandler Park
5893 Malcolm,21036643.,"Adamo Group, Inc.",$17941.00,11/13/2017,No,4,42.39559,-82.985129,"location
(42.39559, -82.985129)",Chandler Park
5876 Leidich,21036667.,"Adamo Group, Inc.",$15471.00,11/13/2017,No,4,42.395947,-82.98339,"location
(42.395947, -82.98339)",Chandler Park
12826 Hampshire,21005516.,"Adamo Group, Inc.",$11927.00,11/13/2017,No,4,42.403232,-82.974278,"location
(42.403232, -82.974278)",Ravendale
12636 Kilbourne,21009961.,"Adamo Group, Inc.",$25974.00,11/13/2017,No,4,42.412511,-82.983384,"location
(42.412511, -82.983384)",Eden Gardens
12626 Kilbourne,21009962.,"Adamo Group, Inc.",$34296.00,11/13/2017,No,4,42.412463,-82.983518,"location
(42.412463, -82.983518)",Eden Gardens
4336 Dickerson,21049072.,DMC Consultants,$14384.00,12/19/2017,No,4,42.387967,-82.963708,"location
(42.387967, -82.963708)",Fox Creek
12505 Kilbourne,21010089.,"Adamo Group, Inc.",$36324.00,11/13/2017,No,4,42.412343,-82.985832,"location
(42.412343, -82.985832)",Eden Gardens
12531 Kilbourne,21010093.,"Adamo Group, Inc.",$29699.00,11/13/2017,No,4,42.412511,-82.985349,"location
(42.412511, -82.985349)",Eden Gardens
14032 Freeland,22035523.,Rickman Enterprise Group,$13749.87,11/19/2017,No,1,42.389399,-83.184697,"location
(42.389399, -83.184697)",Hubbell-Lyndon
14116 Freeland,22035534.,Rickman Enterprise Group,$12993.66,11/19/2017,No,1,42.390606,-83.184748,"location
(42.390606, -83.184748)",Hubbell-Lyndon
14136 Freeland,22035536.,Rickman Enterprise Group,$18724.82,11/19/2017,No,1,42.390825,-83.184758,"location
(42.390825, -83.184758)",Hubbell-Lyndon
14248 Freeland,22035545.,Able Demolition,$12499.36,11/01/2017,No,1,42.391834,-83.184799,"location
(42.391834, -83.184799)",Hubbell-Lyndon
14550 Freeland,22035576.,Able Demolition,$12553.19,11/01/2017,No,1,42.395456,-83.184955,"location
(42.395456, -83.184955)",Bethune Community
13408 Promenade,21008775.,Homrich,$21291.00,11/26/2017,No,4,42.412594,-82.973842,"location
(42.412594, -82.973842)",Outer Drive-Hayes
13354 Promenade,21008782.,Homrich,$17012.00,11/26/2017,No,4,42.412292,-82.974711,"location
(42.412292, -82.974711)",Outer Drive-Hayes
13332 Promenade,21008785.,Homrich,$16976.00,11/26/2017,No,4,42.412158,-82.975093,"location
(42.412158, -82.975093)",Outer Drive-Hayes
12834 Promenade,21008811-2,Homrich,$28147.00,11/26/2017,No,4,42.410834,-82.97891,"location
(42.410834, -82.97891)",Wade
12744 Promenade,21008824.,Homrich,$20316.00,11/26/2017,No,4,42.410313,-82.980405,"location
(42.410313, -82.980405)",Wade
12736 Promenade,21008825.,Homrich,$13052.00,11/26/2017,No,4,42.410271,-82.980522,"location
(42.410271, -82.980522)",Wade
12716 Promenade,21008828.,Homrich,$14724.00,11/26/2017,No,4,42.410149,-82.980874,"location
(42.410149, -82.980874)",Wade
4775 Rohns,19009457.,Homrich,$15687.00,11/26/2017,No,5,42.378303,-83.003069,"location
(42.378303, -83.003069)",Gratiot Woods
4149 Rohns,19009468.,Homrich,$36227.00,11/26/2017,No,5,42.373861,-82.999551,"location
(42.373861, -82.999551)",Gratiot Woods
3899 Rolfs Pl,19009547.,Homrich,$14340.00,09/25/2017,No,5,42.372869,-82.999518,"location
(42.372869, -82.999518)",Gratiot Woods
14970 Chelsea,21007824.,Homrich,$28082.00,11/26/2017,No,4,42.411779,-82.965361,"location
(42.411779, -82.965361)",Outer Drive-Hayes
14244 Chelsea,21007860.,Homrich,$15556.00,11/26/2017,No,4,42.411275,-82.970993,"location
(42.411275, -82.970993)",Outer Drive-Hayes
13380 Chelsea,21007879-80,Homrich,$16519.00,11/26/2017,No,4,42.4105,-82.973144,"location
(42.4105, -82.973144)",Outer Drive-Hayes
13356 Chelsea,21007883.,Homrich,$15012.00,11/26/2017,No,4,42.410379,-82.973497,"location
(42.410379, -82.973497)",Outer Drive-Hayes
13174 Santa Rosa,16019962.,"Adamo Group, Inc.",$16757.00,11/13/2017,No,7,42.385171,-83.141329,"location
(42.385171, -83.141329)",Oakman Blvd Community
11246 Corbett,21006909.,Rickman Enterprise Group,$14816.87,11/06/2017,No,4,42.401389,-82.989922,"location
(42.401389, -82.989922)",Wade
