Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
14500 Liberal,21022764.,Rickman Enterprise Group,$9030.00,09/28/2015,No,3,42.439786,-82.973374,"14500 Liberal
(42.439786, -82.973374)",Regent Park
14501 Lauder,22042455.,Salenbien Trucking & Excavating Inc.,$8291.76,05/13/2016,No,1,42.394594,-83.19087,"14501 Lauder
(42.394594, -83.19087)",Hubbell-Lyndon
14502 Robson,22043665.,Homrich,$10000.00,06/10/2015,No,1,42.394553,-83.192269,"14502 Robson
(42.394553, -83.192269)",Hubbell-Lyndon
14502 Terry,22042980.,DMC Consultants,$11150.00,09/09/2016,No,1,42.394581,-83.191299,"14502 Terry
(42.394581, -83.191299)",Hubbell-Lyndon
14503 Terry,22043071.,Homrich,$30900.00,09/24/2015,No,1,42.394565,-83.191855,"14503 Terry
(42.394565, -83.191855)",Hubbell-Lyndon
14505 Evanston,21005282.,"Adamo Group, Inc.",$9567.79,09/23/2014,No,4,42.405876,-82.964139,"14505 Evanston
(42.405876, -82.964139)",Outer Drive-Hayes
14508 Coyle,22044914.,Homrich,$15000.00,06/10/2015,No,1,42.394627,-83.193223,"14508 Coyle
(42.394627, -83.193223)",Hubbell-Lyndon
14508 Robson,22043666.,Homrich,$33100.00,10/13/2015,No,1,42.394649,-83.192273,"14508 Robson
(42.394649, -83.192273)",Hubbell-Lyndon
14508 Wilshire,21008321.,"Adamo Group, Inc.",$12942.00,08/24/2015,No,4,42.412796,-82.967756,"14508 Wilshire
(42.412796, -82.967756)",Outer Drive-Hayes
14509 Robson,22044279.,Salenbien Trucking & Excavating Inc.,$11030.00,05/13/2016,No,1,42.394635,-83.192826,"14509 Robson
(42.394635, -83.192826)",Hubbell-Lyndon
1451 Lee Pl,06002093.,DMC Consultants,$9621.00,05/26/2015,No,5,42.37418,-83.091937,"1451 Lee Pl
(42.37418, -83.091937)",Herman Kiefer
14511 Terry,22043070.,Homrich,$12900.00,06/09/2015,No,1,42.394661,-83.191859,"14511 Terry
(42.394661, -83.191859)",Hubbell-Lyndon
14514 Fordham,21019769.,Rickman Enterprise Group,$8200.00,03/21/2016,No,4,42.434159,-82.973012,"14514 Fordham
(42.434159, -82.973012)",Mapleridge
14515 Lappin,21021801.,Rickman Enterprise Group,$22220.00,03/21/2016,No,3,42.437296,-82.973022,"14515 Lappin
(42.437296, -82.973022)",Regent Park
14516 Lauder,22041870.,Homrich,$19500.00,06/09/2015,No,1,42.394802,-83.190324,"14516 Lauder
(42.394802, -83.190324)",Hubbell-Lyndon
14592 Dolphin,22114757.,Homrich,$23000.00,12/18/2014,No,1,42.394442,-83.258769,"14592 Dolphin
(42.394442, -83.258769)",Brightmoor
14516 Robson,22043667.,Salenbien Trucking & Excavating Inc.,$5327.84,05/13/2016,No,1,42.394745,-83.192277,"14516 Robson
(42.394745, -83.192277)",Hubbell-Lyndon
14517 Lauder,22042453.,DMC Consultants,$17731.25,06/17/2016,No,1,42.394786,-83.190879,"14517 Lauder
(42.394786, -83.190879)",Hubbell-Lyndon
14517 Robson,22044278.,Salenbien Trucking & Excavating Inc.,$11270.00,05/13/2016,No,1,42.394731,-83.19283,"14517 Robson
(42.394731, -83.19283)",Hubbell-Lyndon
14517 Terry,22043069.,Homrich,$13100.00,06/09/2015,No,1,42.394757,-83.191863,"14517 Terry
(42.394757, -83.191863)",Hubbell-Lyndon
14518 Promenade,21008740.,Able Demolition,$9842.45,01/16/2015,No,4,42.413636,-82.968045,"14518 Promenade
(42.413636, -82.968045)",Outer Drive-Hayes
14519 Liberal,21022858-9,Blue Star,$17400.00,08/20/2015,No,3,42.440242,-82.973031,"14519 Liberal
(42.440242, -82.973031)",Regent Park
1452 Calvert,06002788.,"Adamo Group, Inc.",$17324.00,07/12/2016,No,5,42.384903,-83.099211,"1452 Calvert
(42.384903, -83.099211)",Gateway Community
14522 Fordham,21019768.,DMC Consultants,$10575.00,05/21/2015,No,4,42.434164,-82.972864,"14522 Fordham
(42.434164, -82.972864)",Mapleridge
14524 Lauder,22041871.,Able Demolition,$9756.60,12/23/2014,No,1,42.394898,-83.190328,"14524 Lauder
(42.394898, -83.190328)",Hubbell-Lyndon
14526 Minock,22090822.,Homrich,$5700.00,07/10/2014,No,1,42.394056,-83.233167,"14526 Minock
(42.394056, -83.233167)",Westwood Park
14526 Rockdale,22114139.,Salenbien Trucking & Excavating Inc.,$10052.50,03/21/2017,No,1,42.393568,-83.257545,"14526 Rockdale
(42.393568, -83.257545)",Brightmoor
14526 Westbrook,22109684.,"Adamo Group, Inc.",$11000.00,05/30/2014,No,1,42.393654,-83.25001,"14526 Westbrook
(42.393654, -83.25001)",Brightmoor
14527 Dolphin,22115048.,Blue Star,$11600.00,11/06/2014,No,1,42.393548,-83.259408,"14527 Dolphin
(42.393548, -83.259408)",Brightmoor
14528 Vaughan,22097676.,Blue Star,$11200.00,06/30/2016,No,1,42.393941,-83.237896,"14528 Vaughan
(42.393941, -83.237896)",Brightmoor
1453 Clairmount,06002249.,"Adamo Group, Inc.",$23510.16,09/22/2014,No,5,42.377926,-83.094399,"1453 Clairmount
(42.377926, -83.094399)",Herman Kiefer
1453 Taylor,06002183.,"Adamo Group, Inc.",$22967.30,10/01/2014,No,5,42.377082,-83.093986,"1453 Taylor
(42.377082, -83.093986)",Herman Kiefer
14530 Evanston,21004967.,"Adamo Group, Inc.",$13124.00,02/10/2015,No,4,42.405592,-82.963554,"14530 Evanston
(42.405592, -82.963554)",Outer Drive-Hayes
14531 Novara,21022479.,Rickman Enterprise Group,$20120.00,03/21/2016,No,3,42.439467,-82.972812,"14531 Novara
(42.439467, -82.972812)",Regent Park
14535 Dacosta,22115937.,Leadhead Construction,$11810.00,08/09/2016,No,1,42.393637,-83.260627,"14535 Dacosta
(42.393637, -83.260627)",Brightmoor
14535 Rossini Drive,21024941.,DMC Consultants,$13964.00,01/28/2015,No,3,42.443646,-82.97302,"14535 Rossini Drive
(42.443646, -82.97302)",Mohican Regent
14536 Manning,21023156.,Rickman Enterprise Group,$15050.00,08/10/2015,No,3,42.440579,-82.972735,"14536 Manning
(42.440579, -82.972735)",Regent Park
1454 Beatrice,20012871.012,DMC Consultants,$15344.00,09/03/2015,No,6,42.277022,-83.147839,"1454 Beatrice
(42.277022, -83.147839)",Boynton
1454 Burlingame,06003102.,Homrich,$23000.00,12/11/2014,No,5,42.387517,-83.101195,"1454 Burlingame
(42.387517, -83.101195)",Gateway Community
14541 Chapel,22111748.,"Adamo Group, Inc.",$7312.00,05/30/2014,No,1,42.393777,-83.253252,"14541 Chapel
(42.393777, -83.253252)",Brightmoor
14542 Dolphin,22114751.,Esso Wrecking Co.,$12110.00,10/22/2015,No,1,42.393783,-83.258742,"14542 Dolphin
(42.393783, -83.258742)",Brightmoor
14543 Evanston,21005287.,"Adamo Group, Inc.",$11623.48,10/01/2014,No,4,42.406076,-82.96355,"14543 Evanston
(42.406076, -82.96355)",Outer Drive-Hayes
1455 W Grand Blvd,14008176.,"Adamo Group, Inc.",$24520.00,01/27/2015,No,6,42.342623,-83.106972,"1455 W Grand Blvd
(42.342623, -83.106972)",Chadsey Condon
14550 Maddelein,21021437.,"Adamo Group, Inc.",$11665.00,07/01/2016,No,3,42.435796,-82.972322,"14550 Maddelein
(42.435796, -82.972322)",Regent Park
14553 Minock,22091259.,ABC Demolition,$5300.00,05/22/2014,No,1,42.39441,-83.233949,"14553 Minock
(42.39441, -83.233949)",Westwood Park
14554 Burgess,22111904.,"Adamo Group, Inc.",$9749.00,05/23/2014,No,1,42.393939,-83.253797,"14554 Burgess
(42.393939, -83.253797)",Brightmoor
1456 E Grand Blvd,15000611.,Salenbien Trucking & Excavating Inc.,$16700.00,05/18/2016,No,5,42.379954,-83.024253,"1456 E Grand Blvd
(42.379954, -83.024253)",Gratiot Town/Ketterring
14560 Dolphin,22114753.,Blue Star,$11900.00,11/05/2014,No,1,42.394003,-83.258751,"14560 Dolphin
(42.394003, -83.258751)",Brightmoor
14560 Minock,22090827.,Able Demolition,$14952.80,06/30/2016,No,1,42.394524,-83.233185,"14560 Minock
(42.394524, -83.233185)",Westwood Park
14561 Liberal,21022865.,"Adamo Group, Inc.",$9468.00,07/07/2016,No,3,42.440259,-82.972282,"14561 Liberal
(42.440259, -82.972282)",Regent Park
14561 Trinity,22108871.,"Adamo Group, Inc.",$9749.00,05/30/2014,No,1,42.394163,-83.248281,"14561 Trinity
(42.394163, -83.248281)",Brightmoor
14562 Rockdale,22114144.,"Adamo Group, Inc.",$9769.00,12/16/2014,No,1,42.394049,-83.257564,"14562 Rockdale
(42.394049, -83.257564)",Brightmoor
14565 Lamphere,22116555.,Brown Environmental Construction,$12381.00,06/10/2015,No,1,42.394001,-83.26197,"14565 Lamphere
(42.394001, -83.26197)",Brightmoor
14566 Burt Rd,22107612-3,Rickman Enterprise Group,$15940.00,12/22/2015,No,1,42.39431,-83.246525,"14566 Burt Rd
(42.39431, -83.246525)",Brightmoor
14544 Hubbell,22038985.,Rickman Enterprise Group,$14910.00,07/14/2016,No,1,42.39524,-83.188297,"14544 Hubbell
(42.39524, -83.188297)",Bethune Community
14569 Rockdale,22114447.,"Adamo Group, Inc.",$6493.00,05/21/2015,No,1,42.394132,-83.258225,"14569 Rockdale
(42.394132, -83.258225)",Brightmoor
14571 Promenade,21009161.,Able Demolition,$10524.20,09/01/2015,No,4,42.414062,-82.967159,"14571 Promenade
(42.414062, -82.967159)",Outer Drive-Hayes
14574 Blackstone,22109075.,Able Demolition,$6341.00,05/30/2014,No,1,42.394348,-83.248762,"14574 Blackstone
(42.394348, -83.248762)",Brightmoor
14575 Stout,22101822.,Homrich,$11900.00,06/17/2015,No,1,42.394487,-83.24164,"14575 Stout
(42.394487, -83.24164)",Brightmoor
14576 Rockdale,22114146.,"Adamo Group, Inc.",$14601.00,10/13/2015,No,1,42.394241,-83.257571,"14576 Rockdale
(42.394241, -83.257571)",Brightmoor
14577 Coyle,22045513.,Able Demolition,$8559.75,08/06/2014,No,1,42.39555,-83.193898,"14577 Coyle
(42.39555, -83.193898)",Hubbell-Lyndon
1458 Clairmount,06002280.,ABC Demolition,$11150.00,10/27/2014,No,5,42.378343,-83.094796,"1458 Clairmount
(42.378343, -83.094796)",Herman Kiefer
1458 Lee Pl,06002122.,"Adamo Group, Inc.",$30178.50,10/18/2014,No,5,42.374494,-83.092268,"1458 Lee Pl
(42.374494, -83.092268)",Herman Kiefer
14580 Burgess,22111908.,"Adamo Group, Inc.",$9749.00,05/23/2014,No,1,42.394323,-83.253811,"14580 Burgess
(42.394323, -83.253811)",Brightmoor
14580 Greydale,22112571-2,"Adamo Group, Inc.",$10500.00,06/03/2014,No,1,42.394336,-83.255012,"14580 Greydale
(42.394336, -83.255012)",Brightmoor
14581 Burgess,22112400.,"Adamo Group, Inc.",$9749.00,05/30/2014,No,1,42.39431,-83.254473,"14581 Burgess
(42.39431, -83.254473)",Brightmoor
14581 Burt Rd,22107999.,Rickman Enterprise Group,$8990.00,12/23/2015,No,1,42.394467,-83.247218,"14581 Burt Rd
(42.394467, -83.247218)",Brightmoor
14581 Trinity,22108868.,"Adamo Group, Inc.",$9749.00,05/30/2014,No,1,42.394443,-83.24829,"14581 Trinity
(42.394443, -83.24829)",Brightmoor
14582 Rockdale,22114147.,Leadhead Construction,$10130.00,09/02/2016,No,1,42.394337,-83.257575,"14582 Rockdale
(42.394337, -83.257575)",Brightmoor
14585 Lamphere,22116553.,Leadhead Construction,$13970.00,09/06/2016,No,1,42.394254,-83.261977,"14585 Lamphere
(42.394254, -83.261977)",Brightmoor
14586 Dolphin,22114756.,Esso Wrecking Co.,$14610.00,10/22/2015,No,1,42.394332,-83.258763,"14586 Dolphin
(42.394332, -83.258763)",Brightmoor
14587 Westbrook,22110238.,"Adamo Group, Inc.",$10419.00,05/28/2014,No,1,42.394491,-83.250761,"14587 Westbrook
(42.394491, -83.250761)",Brightmoor
14589 Burgess,22112399.,"Adamo Group, Inc.",$9749.00,05/20/2014,No,1,42.394403,-83.254477,"14589 Burgess
(42.394403, -83.254477)",Brightmoor
14590 Lamphere,22116204.,Blue Star,$12900.00,11/05/2014,No,1,42.394388,-83.261189,"14590 Lamphere
(42.394388, -83.261189)",Brightmoor
14591 Dolphin,22115039.,Homrich,$14400.00,12/18/2014,No,1,42.394424,-83.259442,"14591 Dolphin
(42.394424, -83.259442)",Brightmoor
14591 Rockdale,22114444.,"Adamo Group, Inc.",$10720.00,10/13/2015,No,1,42.39442,-83.258235,"14591 Rockdale
(42.39442, -83.258235)",Brightmoor
14594 Burt Rd,22107616.,Rickman Enterprise Group,$11250.00,12/28/2015,No,1,42.394659,-83.246538,"14594 Burt Rd
(42.394659, -83.246538)",Brightmoor
14595 Winthrop,22052387.002L,Homrich,$14400.00,07/05/2016,No,1,42.394653,-83.200265,"14595 Winthrop
(42.394653, -83.200265)",Grand River-St Marys
14600 Faircrest,21018756.,"Adamo Group, Inc.",$9961.00,07/08/2016,No,4,42.431919,-82.972459,"14600 Faircrest
(42.431919, -82.972459)",Mapleridge
14601 Pierson,22107003.,DMC Consultants,$4650.00,06/27/2014,No,1,42.394763,-83.246018,"14601 Pierson
(42.394763, -83.246018)",Brightmoor
14603 Evanston,21005289.,"Adamo Group, Inc.",$10712.38,09/24/2014,No,4,42.40621,-82.963089,"14603 Evanston
(42.40621, -82.963089)",Outer Drive-Hayes
14607 Burgess,22112396.,"Adamo Group, Inc.",$10000.00,05/30/2014,No,1,42.394683,-83.254487,"14607 Burgess
(42.394683, -83.254487)",Brightmoor
14607 Terry,22043056.,"Adamo Group, Inc.",$12730.00,07/11/2016,No,1,42.396005,-83.191916,"14607 Terry
(42.396005, -83.191916)",Hubbell-Lyndon
14608 Blackstone,22109080.,"Adamo Group, Inc.",$10000.00,05/30/2014,No,1,42.394814,-83.248777,"14608 Blackstone
(42.394814, -83.248777)",Brightmoor
14609 Trinity,22108864.,"Adamo Group, Inc.",$6145.00,05/30/2014,No,1,42.394817,-83.248301,"14609 Trinity
(42.394817, -83.248301)",Brightmoor
14610 Dolphin,22114758-60,Homrich,$13300.00,02/18/2015,No,1,42.394627,-83.258776,"14610 Dolphin
(42.394627, -83.258776)",Brightmoor
14610 Evanston,21004962.,"Adamo Group, Inc.",$13082.25,10/02/2014,No,4,42.405844,-82.962681,"14610 Evanston
(42.405844, -82.962681)",Outer Drive-Hayes
14612 Terry,22042996.,Homrich,$17500.00,02/10/2016,No,1,42.396117,-83.191366,"14612 Terry
(42.396117, -83.191366)",Hubbell-Lyndon
14614 Burgess,22111913.,"Adamo Group, Inc.",$6145.00,05/28/2014,No,1,42.394788,-83.253827,"14614 Burgess
(42.394788, -83.253827)",Brightmoor
14615 Bentler,22110993.,"Adamo Group, Inc.",$9749.00,05/30/2014,No,1,42.394835,-83.252088,"14615 Bentler
(42.394835, -83.252088)",Brightmoor
14615 Trinity,22108863.,"Adamo Group, Inc.",$7312.00,05/30/2014,No,1,42.394913,-83.248305,"14615 Trinity
(42.394913, -83.248305)",Brightmoor
14617 Hubbell,22040034.,Rickman Enterprise Group,$22140.00,07/14/2016,No,1,42.396187,-83.188969,"14617 Hubbell
(42.396187, -83.188969)",Hubbell-Lyndon
14619 Dacosta,22115925.,Rickman Enterprise Group,$21220.00,10/02/2015,No,1,42.394789,-83.260672,"14619 Dacosta
(42.394789, -83.260672)",Brightmoor
1462 Pingree,06002060.,DMC Consultants,$10592.00,05/20/2015,No,5,42.373835,-83.091951,"1462 Pingree
(42.373835, -83.091951)",Herman Kiefer
1462 Taylor,06002208.,DMC Consultants,$18935.00,05/26/2015,No,5,42.377509,-83.094365,"1462 Taylor
(42.377509, -83.094365)",Herman Kiefer
14620 Burgess,22111914.,"Adamo Group, Inc.",$9749.00,05/30/2014,No,1,42.394882,-83.253831,"14620 Burgess
(42.394882, -83.253831)",Brightmoor
14621 Burt Rd,22107993.,Rickman Enterprise Group,$12260.00,01/12/2016,No,1,42.395039,-83.247238,"14621 Burt Rd
(42.395039, -83.247238)",Brightmoor
14622 Beaverland,22118289.,Blue Star,$11900.00,10/31/2014,No,1,42.394786,-83.264961,"14622 Beaverland
(42.394786, -83.264961)",Brightmoor
14622 Linnhurst,21018417.,Able Demolition,$10512.08,02/15/2017,No,4,42.431172,-82.972075,"14622 Linnhurst
(42.431172, -82.972075)",Mapleridge
14623 Seymour,21017056.,"Adamo Group, Inc.",$10703.00,07/08/2016,No,4,42.427329,-82.972077,"14623 Seymour
(42.427329, -82.972077)",Mapleridge
14626 Faircrest,21018752.,Rickman Enterprise Group,$21490.00,05/02/2016,No,4,42.431933,-82.971966,"14626 Faircrest
(42.431933, -82.971966)",Mapleridge
14627 Chapel,22111736.,"Adamo Group, Inc.",$6145.00,05/30/2014,No,1,42.394989,-83.253297,"14627 Chapel
(42.394989, -83.253297)",Brightmoor
14628 Burgess,22111915.,"Adamo Group, Inc.",$6145.00,05/28/2014,No,1,42.394975,-83.253834,"14628 Burgess
(42.394975, -83.253834)",Brightmoor
14629 Burt Rd,22107992.,"313 Construction, LLC",$9412.22,03/28/2016,No,1,42.395135,-83.24724,"14629 Burt Rd
(42.395135, -83.24724)",Brightmoor
14629 Westbrook,22110232.,"Adamo Group, Inc.",$6145.00,05/30/2014,No,1,42.39505,-83.250779,"14629 Westbrook
(42.39505, -83.250779)",Brightmoor
1463 Fischer,17006109.,Futurenet Group,$7546.00,06/06/2014,No,5,42.358362,-82.991469,"1463 Fischer
(42.358362, -82.991469)",East Village
14630 Spring Garden,21017216.,"Adamo Group, Inc.",$16398.00,07/08/2016,No,4,42.427692,-82.971921,"14630 Spring Garden
(42.427692, -82.971921)",Mapleridge
14633 Houston-Whittier,21014542.,Rickman Enterprise Group,$20360.00,09/11/2015,No,4,42.42095,-82.971671,"14633 Houston
(42.42095, -82.971671)",Mapleridge
14635 Chapel,22111735.,"Adamo Group, Inc.",$10000.00,05/28/2014,No,1,42.395083,-83.2533,"14635 Chapel
(42.395083, -83.2533)",Brightmoor
14635 Fielding,22103156.,Rickman Enterprise Group,$18960.00,09/07/2015,No,1,42.395305,-83.242761,"14635 Fielding
(42.395305, -83.242761)",Brightmoor
14635 Kentfield,22100785.,Homrich,$13700.00,06/16/2015,No,1,42.395343,-83.240634,"14635 Kentfield
(42.395343, -83.240634)",Brightmoor
14636 BURT RD,22107622.,DMC Consultants,$7181.80,07/02/2014,No,1,42.395234,-83.246563,"14636 BURT RD
(42.395234, -83.246563)",Brightmoor
14636 Evanston,21004959.,"Adamo Group, Inc.",$13221.93,09/24/2014,No,4,42.405963,-82.962257,"14636 Evanston
(42.405963, -82.962257)",Outer Drive-Hayes
14637 Evanston,21005294.,"Adamo Group, Inc.",$13009.29,09/24/2014,No,4,42.406416,-82.962465,"14637 Evanston
(42.406416, -82.962465)",Outer Drive-Hayes
14640 Blackstone,22109085.,"Adamo Group, Inc.",$9000.00,05/30/2014,No,1,42.39529,-83.248793,"14640 Blackstone
(42.39529, -83.248793)",Brightmoor
14640 Fielding,22102531.,Blue Star,$9500.00,07/01/2016,No,1,42.395406,-83.242179,"14640 Fielding
(42.395406, -83.242179)",Brightmoor
14640 Spring Garden,21017215.,Brown Environmental Construction,$9188.00,03/22/2016,No,4,42.427695,-82.971773,"14640 Spring Garden
(42.427695, -82.971773)",Mapleridge
14641 Chapel,22111734.,"Adamo Group, Inc.",$6145.00,05/30/2014,No,1,42.395176,-83.253303,"14641 Chapel
(42.395176, -83.253303)",Brightmoor
14641 Houston-Whittier,21014543.,Rickman Enterprise Group,$18440.00,04/13/2016,No,4,42.420951,-82.971532,"14641 Houston
(42.420951, -82.971532)",Mapleridge
14644 Trinity,22108442.,"Adamo Group, Inc.",$8341.00,10/29/2014,No,1,42.395309,-83.247723,"14644 Trinity
(42.395309, -83.247723)",Brightmoor
14647 Rockdale,22114436.,"Adamo Group, Inc.",$12879.00,12/16/2014,No,1,42.395188,-83.258265,"14647 Rockdale
(42.395188, -83.258265)",Brightmoor
14648 Blackstone,22109086.,"Adamo Group, Inc.",$7312.00,05/30/2014,No,1,42.395386,-83.248796,"14648 Blackstone
(42.395386, -83.248796)",Brightmoor
14648 Terry,22043001.,Rickman Enterprise Group,$28180.00,07/14/2016,No,1,42.396597,-83.191386,"14648 Terry
(42.396597, -83.191386)",Hubbell-Lyndon
14649 Marlowe,22041290.,Rickman Enterprise Group,$24280.00,07/14/2016,No,1,42.396638,-83.189973,"14649 Marlowe
(42.396638, -83.189973)",Hubbell-Lyndon
1465 W Grand Blvd,14008175.,"Adamo Group, Inc.",$22243.00,08/27/2015,No,6,42.342725,-83.107047,"1465 W Grand Blvd
(42.342725, -83.107047)",Chadsey Condon
1465 Webb,06003142-7,Blue Star,$11300.00,05/16/2014,No,5,42.387818,-83.101413,"1465 Webb
(42.387818, -83.101413)",Gateway Community
14650 Fielding,22102532.,Homrich,$12400.00,06/17/2015,No,1,42.395499,-83.242182,"14650 Fielding
(42.395499, -83.242182)",Brightmoor
14654 Rockdale,22114157.,Homrich,$15300.00,02/18/2015,No,1,42.395294,-83.257612,"14654 Rockdale
(42.395294, -83.257612)",Brightmoor
14654 Stout,22101234.,Blue Star,$9100.00,07/01/2016,No,1,42.395612,-83.241071,"14654 Stout
(42.395612, -83.241071)",Brightmoor
14656 Blackstone,22109087.,"Adamo Group, Inc.",$9775.00,05/30/2014,No,1,42.395482,-83.248799,"14656 Blackstone
(42.395482, -83.248799)",Brightmoor
14656 Burt Rd,22107625.,Rickman Enterprise Group,$8770.00,01/04/2016,No,1,42.395522,-83.246574,"14656 Burt Rd
(42.395522, -83.246574)",Brightmoor
14656 Eastwood,21019405.,ABC Demolition,$8900.00,05/26/2016,No,4,42.43345,-82.971501,"14656 Eastwood
(42.43345, -82.971501)",Mapleridge
14656 Faircrest,21018748.,Able Demolition,$11840.23,02/14/2017,No,4,42.431947,-82.97147,"14656 Faircrest
(42.431947, -82.97147)",Mapleridge
14657 Trinity,22108857.,"Adamo Group, Inc.",$6145.00,05/30/2014,No,1,42.395489,-83.248322,"14657 Trinity
(42.395489, -83.248322)",Brightmoor
14664 Winthrop,22051805.,Homrich,$11300.00,09/22/2014,No,1,42.395659,-83.199516,"14664 Winthrop
(42.395659, -83.199516)",Grand River-St Marys
14665 Glenwood,21018242.,"Adamo Group, Inc.",$17607.00,07/06/2016,No,4,42.430861,-82.971327,"14665 Glenwood
(42.430861, -82.971327)",Mapleridge
1467 Clairmount,06002251.,ABC Demolition,$15000.00,10/27/2014,No,5,42.377855,-83.094599,"1467 Clairmount
(42.377855, -83.094599)",Herman Kiefer
14670 Woodmont,22062752.001,1 Way Service,$15400.00,07/12/2014,No,1,42.396148,-83.2086,"14670 Woodmont
(42.396148, -83.2086)",Grandmont
14671 Park Grove,21017917.,"Adamo Group, Inc.",$16918.00,07/07/2016,No,4,42.430114,-82.971178,"14671 Park Grove
(42.430114, -82.971178)",Mapleridge
14680 Winthrop,22051807.,Smalley,$9456.00,05/29/2014,No,1,42.395865,-83.199526,"14680 Winthrop
(42.395865, -83.199526)",Grand River-St Marys
14685 Eastburn,21025779.,"Adamo Group, Inc.",$26302.00,02/18/2015,No,3,42.445533,-82.971687,"14685 Eastburn
(42.445533, -82.971687)",Mohican Regent
1469 Pingree,06002029.,DMC Consultants,$11528.80,05/20/2015,No,5,42.373435,-83.091799,"1469 Pingree
(42.373435, -83.091799)",Herman Kiefer
14696 Glenwood,21018078.,"Adamo Group, Inc.",$12061.00,07/06/2016,No,4,42.430464,-82.970659,"14696 Glenwood
(42.430464, -82.970659)",Mapleridge
14697 Eastwood,21019552.,Homrich,$12600.00,12/02/2015,No,4,42.433889,-82.970738,"14697 Eastwood
(42.433889, -82.970738)",Mapleridge
