Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude,Location,Neighborhood
1473 Ferdinand,16010097.,Den-Man Contractors,$20060.00,08/18/2017,No,6,42.315813,-83.097789,"1473 Ferdinand
(42.315813, -83.097789)",Central Southwest
19969 Winston,22124022.,Blue Star,$36700.00,08/18/2017,No,1,42.437522,-83.284288,"19969 Winston
(42.437522, -83.284288)",Five Points
20501 Hanna,09020357.,DMC Consultants,$14180.00,08/18/2017,No,3,42.446283,-83.090484,"20501 Hanna
(42.446283, -83.090484)",Nolan
2281 Hale,09001762.,Rickman Enterprise Group,$20980.00,08/17/2017,No,5,42.355811,-83.034924,"2281 Hale
(42.355811, -83.034924)",Eastern Market
4231 Meldrum,15013685.,Rickman Enterprise Group,$31280.00,08/17/2017,No,5,42.366465,-83.023789,"4231 Meldrum
(42.366465, -83.023789)",Gratiot Town/Ketterring
6427 Waterloo,15000242.,Rickman Enterprise Group,$23100.00,08/18/2017,No,5,42.355378,-83.015401,"6427 Waterloo
(42.355378, -83.015401)",Islandview
8444 Asbury Park,22061075.,Blue Star,$12900.00,08/18/2017,No,7,42.355006,-83.206211,"8444 Asbury Park
(42.355006, -83.206211)",Warren Ave Community
8701 Peter Hunt,19001959.,Den-Man Contractors,$15628.00,08/18/2017,No,3,42.392698,-83.015611,"8701 Peter
(42.392698, -83.015611)",Airport Sub
8707 Peter Hunt,19001960.,Den-Man Contractors,$11308.00,08/18/2017,No,3,42.392714,-83.015515,"8707 Peter
(42.392714, -83.015515)",Airport Sub
8711 Peter Hunt,19001961.,Den-Man Contractors,$13900.00,08/18/2017,No,3,42.392732,-83.015417,"8711 Peter
(42.392732, -83.015417)",Airport Sub
9100 May,19001514.,"Adamo Group, Inc.",$53000.00,08/18/2017,Yes,3,42.396992,-83.010333,"9100 May
(42.396992, -83.010333)",Airport Sub
12040 Mettetal,22059774.,Able Demolition,$13741.05,08/21/2017,No,7,42.375261,-83.205732,"12040 Mettetal
(42.375261, -83.205732)",Plymouth-I96
12101 St Marys,22059266.,Able Demolition,$14175.35,08/21/2017,No,7,42.376129,-83.205253,"12101 St
(42.376129, -83.205253)",Plymouth-I96
12211 Mettetal,22060651.,Able Demolition,$23174.45,08/21/2017,No,7,42.377147,-83.206463,"12211 Mettetal
(42.377147, -83.206463)",Plymouth-I96
12236 Mettetal,22059796.,Able Demolition,$13463.30,08/21/2017,No,7,42.377516,-83.205804,"12236 Mettetal
(42.377516, -83.205804)",Plymouth-I96
12244 Mettetal,22059797.,Able Demolition,$23628.95,08/21/2017,No,7,42.377612,-83.205807,"12244 Mettetal
(42.377612, -83.205807)",Plymouth-I96
14411 Mayfield,21015052.,Rickman Enterprise Group,$24890.00,08/21/2017,No,4,42.42249,-82.974582,"14411 Mayfield
(42.42249, -82.974582)",Mapleridge
15101 Eastwood,21019586.,Rickman Enterprise Group,$14900.00,08/21/2017,No,4,42.434059,-82.965923,"15101 Eastwood
(42.434059, -82.965923)",Mapleridge
2201 Hazelwood,10002157.,DMC Consultants,$52990.00,08/21/2017,No,5,42.373203,-83.101874,"2201 Hazelwood
(42.373203, -83.101874)",North LaSalle
9110 May,19001515.,"Adamo Group, Inc.",$14500.00,08/18/2017,Yes,3,42.397094,-83.01034,"9110 May
(42.397094, -83.01034)",Airport Sub
10010 Asbury Park,22061148.,"Adamo Group, Inc.",$14164.00,08/22/2017,No,7,42.36926,-83.206723,"10010 Asbury Park
(42.36926, -83.206723)",Joy Community
10015 Grandmont,22065108.,"Adamo Group, Inc.",$15960.00,08/22/2017,No,7,42.369312,-83.209839,"10015 Grandmont
(42.369312, -83.209839)",Joy Community
10016 Asbury Park,22061149.,"Adamo Group, Inc.",$13554.00,08/22/2017,No,7,42.369356,-83.206728,"10016 Asbury Park
(42.369356, -83.206728)",Joy Community
10023 Grandmont,22065107.,"Adamo Group, Inc.",$11706.00,08/22/2017,No,7,42.369415,-83.209841,"10023 Grandmont
(42.369415, -83.209841)",Joy Community
10030 Asbury Park,22061151.,"Adamo Group, Inc.",$12909.00,08/22/2017,No,7,42.369555,-83.206736,"10030 Asbury Park
(42.369555, -83.206736)",Joy Community
10055 Asbury Park,22062194.,"Adamo Group, Inc.",$11774.00,08/22/2017,No,7,42.369897,-83.207476,"10055 Asbury Park
(42.369897, -83.207476)",Joy Community
11317 Asbury Park,22062191.,"Adamo Group, Inc.",$11740.00,08/22/2017,No,7,42.370353,-83.20748,"11317 Asbury Park
(42.370353, -83.20748)",Joy Community
11324 Grandmont,22064725.,"Adamo Group, Inc.",$12536.00,08/22/2017,No,7,42.370423,-83.209185,"11324 Grandmont
(42.370423, -83.209185)",Joy Community
11409 Mettetal,22060695.,"Adamo Group, Inc.",$14513.00,08/22/2017,No,7,42.371638,-83.206281,"11409 Mettetal
(42.371638, -83.206281)",Joy Community
11415 St Marys,22059300.,"Adamo Group, Inc.",$14958.00,08/22/2017,No,7,42.371745,-83.20508,"11415 St
(42.371745, -83.20508)",Joy Community
11657 Mettetal,22060687.,Able Demolition,$22932.05,08/22/2017,No,7,42.373359,-83.206351,"11657 Mettetal
(42.373359, -83.206351)",Plymouth-I96
11663 Mettetal,22060686.,Able Demolition,$19073.85,08/22/2017,No,7,42.373455,-83.206354,"11663 Mettetal
(42.373455, -83.206354)",Plymouth-I96
12032 Mettetal,22059773.,Able Demolition,$12630.05,08/22/2017,No,7,42.375165,-83.20573,"12032 Mettetal
(42.375165, -83.20573)",Plymouth-I96
15082 Cedargrove,21016288.,Rickman Enterprise Group,$16410.00,08/22/2017,No,4,42.425346,-82.965992,"15082 Cedargrove
(42.425346, -82.965992)",Mapleridge
4148 Seneca,17006691.,DMC Consultants,$23795.00,08/22/2017,No,5,42.372368,-83.003366,"4148 Seneca
(42.372368, -83.003366)",Pingree Park
5751 Haverhill,21070198.,Rickman Enterprise Group,$33470.00,08/22/2017,No,4,42.406847,-82.946842,"5751 Haverhill
(42.406847, -82.946842)",Morningside
8083 Mansfield,22058044.,Blue Star,$12700.00,08/22/2017,No,7,42.352015,-83.203138,"8083 Mansfield
(42.352015, -83.203138)",Warren Ave Community
8295 Auburn,22092892-3,Blue Star,$11900.00,08/22/2017,No,7,42.353561,-83.233709,"8295 Auburn
(42.353561, -83.233709)",Warrendale
9910 St Marys,22058384.,"Adamo Group, Inc.",$10836.00,08/22/2017,No,7,42.367956,-83.204241,"9910 St
(42.367956, -83.204241)",Joy Community
9919 Mettetal,22060729.,"Adamo Group, Inc.",$13007.00,08/22/2017,No,7,42.36803,-83.206138,"9919 Mettetal
(42.36803, -83.206138)",Joy Community
9932 St Marys,22058387.,"Adamo Group, Inc.",$11505.00,08/22/2017,No,7,42.36825,-83.204252,"9932 St
(42.36825, -83.204252)",Joy Community
9953 Mettetal,22060724.,"Adamo Group, Inc.",$12184.00,08/22/2017,No,7,42.36851,-83.206157,"9953 Mettetal
(42.36851, -83.206157)",Joy Community
9969 Mettetal,22060722.,"Adamo Group, Inc.",$12147.00,08/22/2017,No,7,42.368702,-83.206165,"9969 Mettetal
(42.368702, -83.206165)",Joy Community
9975 St Marys,22059325.,"Adamo Group, Inc.",$11162.00,08/22/2017,No,7,42.368814,-83.204956,"9975 St
(42.368814, -83.204956)",Joy Community
11305 Memorial,22067836.016,"Adamo Group, Inc.",$13047.00,08/23/2017,No,7,42.370094,-83.212313,"11305 Memorial
(42.370094, -83.212313)",Joy Community
11310 Memorial,22067602.,"Adamo Group, Inc.",$11728.00,08/23/2017,No,7,42.370188,-83.211603,"11310 Memorial
(42.370188, -83.211603)",Joy Community
11315 Memorial,22067836.015,"Adamo Group, Inc.",$14528.00,08/23/2017,No,7,42.370218,-83.212314,"11315 Memorial
(42.370218, -83.212314)",Joy Community
11635 Mettetal,22060690.,Able Demolition,$22376.55,08/23/2017,No,7,42.373071,-83.206342,"11635 Mettetal
(42.373071, -83.206342)",Plymouth-I96
11663 Mansfield,22057934.,Able Demolition,$15195.45,08/23/2017,No,7,42.373491,-83.203958,"11663 Mansfield
(42.373491, -83.203958)",Plymouth-I96
11671 Mansfield,22057933.,Able Demolition,$25305.55,08/23/2017,No,7,42.373587,-83.20396,"11671 Mansfield
(42.373587, -83.20396)",Plymouth-I96
11697 Mettetal,22060681.,Able Demolition,$28426.45,08/23/2017,No,7,42.373935,-83.206368,"11697 Mettetal
(42.373935, -83.206368)",Plymouth-I96
1570 Belvidere,19007394.,DMC Consultants,$24385.00,08/23/2017,No,5,42.361714,-82.987585,"1570 Belvidere
(42.361714, -82.987585)",East Village
16921 CURTIS,22014801.,Blue Star,$19500.00,08/23/2017,No,2,42.422689,-83.210814,"16921 CURTIS
(42.422689, -83.210814)",College Park
9941 Roseberry,21036931-2,Den-Man Contractors,$11725.60,08/23/2017,No,4,42.406968,-82.986446,"9941 Roseberry
(42.406968, -82.986446)",Wade
2081 Hazelwood,08002523.,DMC Consultants,$28000.00,08/23/2017,No,5,42.37337,-83.10142,"2081 Hazelwood
(42.37337, -83.10142)",North LaSalle
2979 Seyburn,17010921.,Rickman Enterprise Group,$21530.00,08/23/2017,No,5,42.363094,-83.005901,"2979 Seyburn
(42.363094, -83.005901)",Islandview
6710 Southfield,22072752.,Rickman Enterprise Group,$10620.00,08/23/2017,No,7,42.339986,-83.215478,"6710 Southfield
(42.339986, -83.215478)",Warren Ave Community
9546 Woodmont,22062525.,"Adamo Group, Inc.",$15847.00,08/23/2017,No,7,42.365992,-83.20785,"9546 Woodmont
(42.365992, -83.20785)",Joy Community
9555 Woodmont,22063005.,"Adamo Group, Inc.",$14000.00,08/23/2017,No,7,42.366077,-83.208529,"9555 Woodmont
(42.366077, -83.208529)",Joy Community
9583 Woodmont,22063001.,"Adamo Group, Inc.",$15093.00,08/23/2017,No,7,42.366461,-83.208542,"9583 Woodmont
(42.366461, -83.208542)",Joy Community
9589 Woodmont,22063000.,"Adamo Group, Inc.",$14318.00,08/23/2017,No,7,42.366557,-83.208545,"9589 Woodmont
(42.366557, -83.208545)",Joy Community
9597 Woodmont,22062999.,"Adamo Group, Inc.",$14492.00,08/23/2017,No,7,42.366653,-83.208547,"9597 Woodmont
(42.366653, -83.208547)",Joy Community
9631 Woodmont,22062994.,"Adamo Group, Inc.",$13011.00,08/23/2017,No,7,42.367133,-83.208562,"9631 Woodmont
(42.367133, -83.208562)",Joy Community
9639 Woodmont,22062993.,"Adamo Group, Inc.",$12570.00,08/23/2017,No,7,42.367229,-83.208566,"9639 Woodmont
(42.367229, -83.208566)",Joy Community
9644 Woodmont,22062539.,"Adamo Group, Inc.",$14980.00,08/23/2017,No,7,42.367336,-83.207898,"9644 Woodmont
(42.367336, -83.207898)",Joy Community
9901 Grandmont,22065124.,"Adamo Group, Inc.",$12173.00,08/23/2017,No,7,42.367765,-83.209796,"9901 Grandmont
(42.367765, -83.209796)",Joy Community
9934 Asbury Park,22061138.,"Adamo Group, Inc.",$13042.00,08/23/2017,No,7,42.368213,-83.206663,"9934 Asbury Park
(42.368213, -83.206663)",Joy Community
9938 Memorial,22067584.,"Adamo Group, Inc.",$13224.00,08/23/2017,No,7,42.368224,-83.21155,"9938 Memorial
(42.368224, -83.21155)",Joy Community
9940 Roseberry,21036898-9,Den-Man Contractors,$10476.00,08/23/2017,No,4,42.407147,-82.985867,"9940 Roseberry
(42.407147, -82.985867)",Wade
9947 Mettetal,22060725.,"Adamo Group, Inc.",$12830.00,08/23/2017,No,7,42.368414,-83.206153,"9947 Mettetal
(42.368414, -83.206153)",Joy Community
9950 Woodmont,22062549.,"Adamo Group, Inc.",$21018.00,08/23/2017,No,7,42.368451,-83.207931,"9950 Woodmont
(42.368451, -83.207931)",Joy Community
9978 Woodmont,22062553.,"Adamo Group, Inc.",$11580.00,08/23/2017,No,7,42.368835,-83.207941,"9978 Woodmont
(42.368835, -83.207941)",Joy Community
9980 Woodmont,22062554.,"Adamo Group, Inc.",$10994.00,08/23/2017,No,7,42.368931,-83.207945,"9980 Woodmont
(42.368931, -83.207945)",Joy Community
9994 Memorial,22067592.,"Adamo Group, Inc.",$10448.00,08/23/2017,No,7,42.368992,-83.211575,"9994 Memorial
(42.368992, -83.211575)",Joy Community
10040 Woodmont,22062562.,"Adamo Group, Inc.",$14287.00,08/24/2017,No,7,42.3697,-83.207966,"10040 Woodmont
(42.3697, -83.207966)",Joy Community
11353 Woodmont,22062981.,"Adamo Group, Inc.",$14707.00,08/24/2017,No,7,42.370815,-83.208668,"11353 Woodmont
(42.370815, -83.208668)",Joy Community
11372 Woodmont,22062575.,"Adamo Group, Inc.",$12527.00,08/24/2017,No,7,42.371114,-83.208007,"11372 Woodmont
(42.371114, -83.208007)",Joy Community
12047 Mansfield,22057916.,Able Demolition,$20528.25,08/24/2017,No,7,42.375378,-83.20402,"12047 Mansfield
(42.375378, -83.20402)",Plymouth-I96
12067 Appoline,22021849.,Den-Man Contractors,$17490.00,08/24/2017,No,7,42.376587,-83.169863,"12067 Appoline
(42.376587, -83.169863)",Pride Area Community
18946 Sawyer,22001030.,Rickman Enterprise Group,$15370.00,08/24/2017,No,7,42.347138,-83.22548,"18946 Sawyer
(42.347138, -83.22548)",Warrendale
20221 Fayette,09025172.,"Adamo Group, Inc.",$18500.00,08/23/2017,No,3,42.443521,-83.109508,"20221 Fayette
(42.443521, -83.109508)",Nolan
3463 Cadillac,19005401.,DMC Consultants,$29245.00,08/24/2017,No,5,42.372106,-82.990218,"3463 Cadillac
(42.372106, -82.990218)",East Village
9605 Woodmont,22062998.,"Adamo Group, Inc.",$29115.00,08/24/2017,No,7,42.366749,-83.208551,"9605 Woodmont
(42.366749, -83.208551)",Joy Community
9659 Abington Ave,22066505.,"Adamo Group, Inc.",$12289.00,08/24/2017,No,7,42.367474,-83.210998,"9659 Abington Ave
(42.367474, -83.210998)",Joy Community
9956 Woodmont,22062550.,"Adamo Group, Inc.",$12636.00,08/24/2017,No,7,42.368548,-83.207933,"9956 Woodmont
(42.368548, -83.207933)",Joy Community
11331 Woodmont,22062984.,"Adamo Group, Inc.",$12820.00,08/25/2017,No,7,42.370527,-83.208659,"11331 Woodmont
(42.370527, -83.208659)",Joy Community
11634 Memorial,22067621.,"Adamo Group, Inc.",$16730.00,08/25/2017,No,7,42.372965,-83.211715,"11634 Memorial
(42.372965, -83.211715)",Plymouth-I96
17209 Lindsay,22067243.,Blue Star,$14700.00,08/24/2017,No,2,42.417277,-83.213691,"17209 Lindsay
(42.417277, -83.213691)",College Park
3015 E Hancock,11003272.,Rickman Enterprise Group,$9850.00,08/25/2017,No,5,42.366294,-83.035931,"3015 E Hancock
(42.366294, -83.035931)",McDougall-Hunt
5408 Pacific,16002588.,Dore & Associates,$90200.00,08/25/2017,Yes,6,42.354463,-83.127216,"5408 Pacific
(42.354463, -83.127216)",Midwest
6831 Westwood,22090291.,Rickman Enterprise Group,$12890.00,08/24/2017,No,7,42.34143,-83.230744,"6831 Westwood
(42.34143, -83.230744)",Warrendale
9230 Winthrop,22051595.,"Adamo Group, Inc.",$14282.00,08/25/2017,No,7,42.363336,-83.197956,"9230 Winthrop
(42.363336, -83.197956)",Joy Community
9300 Winthrop,22051596.,"Adamo Group, Inc.",$15500.00,08/25/2017,No,7,42.363637,-83.197935,"9300 Winthrop
(42.363637, -83.197935)",Joy Community
9338 Winthrop,22051600.,"Adamo Group, Inc.",$12301.00,08/25/2017,No,7,42.364093,-83.197952,"9338 Winthrop
(42.364093, -83.197952)",Joy Community
13969 Ohio,16034397.,Farrow Group,$10698.00,08/25/2017,No,7,42.389641,-83.155396,"13969 Ohio
(42.389641, -83.155396)",Davison-Schoolcraft
15388 Plainview,22093939.,Rickman Enterprise Group,$10510.00,08/28/2017,No,1,42.402022,-83.235867,"15388 Plainview
(42.402022, -83.235867)",Minock Park
18979 Plainview,22094280.,Blue Star,$14700.00,08/28/2017,No,1,42.42834,-83.238004,"18979 Plainview
(42.42834, -83.238004)",Evergreen-Outer Drive
19995 Cameron,09021998.,Able Demolition,$15791.35,08/28/2017,No,3,42.441192,-83.094188,"19995 Cameron
(42.441192, -83.094188)",Nolan
20037 Cameron,09021992.,Able Demolition,$16665.00,08/28/2017,No,3,42.441744,-83.094211,"20037 Cameron
(42.441744, -83.094211)",Nolan
3625 E Nevada,13007905.,Salenbien Trucking & Excavating Inc.,$30125.00,08/28/2017,No,3,42.426068,-83.066935,"3625 E Nevada
(42.426068, -83.066935)",Conant Gardens
8305 Kenney,17002977.,Able Demolition,$9559.65,06/28/2017,No,3,42.410754,-83.018216,"8305 Kenney
(42.410754, -83.018216)",Airport Sub
8801 Harper,19001820.,Smalley,$12960.00,08/28/2017,Yes,3,42.39132,-83.013429,"8801 Harper
(42.39132, -83.013429)",Airport Sub
8815 Harper,19001821.,Smalley,$18960.00,08/28/2017,Yes,3,42.391459,-83.013274,"8815 Harper
(42.391459, -83.013274)",Airport Sub
8920 Harper,19001811.003L,Smalley,$10960.00,08/25/2017,Yes,5,42.391448,-83.012037,"8920 Harper
(42.391448, -83.012037)",Airport Sub
9314 Genessee,12005630.,DMC Consultants,$25038.00,08/28/2017,No,5,42.373225,-83.11443,"9314 Genessee
(42.373225, -83.11443)",Dexter-Linwood
9621 Harper,19001858.002L,Smalley,$10920.00,08/24/2017,Yes,3,42.393001,-83.007565,"9621 Harper
(42.393001, -83.007565)",Airport Sub
10215 Russell,05003133.,Able Demolition,$20379.28,08/18/2015,No,5,42.393499,-83.071913,"10215 Russell
(42.393499, -83.071913)",North End
10218 Fenkell,16007142.,Homrich,$47200.00,01/12/2017,Yes,2,42.402674,-83.16238,"10218 Fenkell
(42.402674, -83.16238)",Bethune Community
10223 Cameron,05004451.,ABC Demolition,$6050.00,07/30/2014,No,5,42.39236,-83.075016,"10223 Cameron
(42.39236, -83.075016)",North End
10230 Delmar,05005084.,Brown Environmental Construction,$10326.00,05/19/2016,No,5,42.392998,-83.073718,"10230 Delmar
(42.392998, -83.073718)",North End
10237 Russell,05003129.,Esso Wrecking Co.,$15750.00,05/16/2016,No,5,42.393793,-83.072111,"10237 Russell
(42.393793, -83.072111)",North End
10254 Goodwin,05004883.,Rickman Enterprise Group,$9120.00,02/19/2016,No,5,42.392587,-83.075654,"10254 Goodwin
(42.392587, -83.075654)",North End
10268 Cardoni,05003890.,Blue Star,$9700.00,09/03/2014,No,5,42.393768,-83.07315,"10268 Cardoni
(42.393768, -83.07315)",North End
10274 Delmar,05005091.,Able Demolition,$18149.70,09/15/2014,No,5,42.393514,-83.074063,"10274 Delmar
(42.393514, -83.074063)",North End
10278 Oakland,05004780.,Rickman Enterprise Group,$28100.00,03/06/2017,No,5,42.392561,-83.076725,"10278 Oakland
(42.392561, -83.076725)",North End
103 Englewood,01003561.,Homrich,$9420.00,05/07/2014,No,5,42.392809,-83.086128,"103 Englewood
(42.392809, -83.086128)",Gateway Community
10302 Cardoni,05003896.,MCM,$20143.89,09/12/2014,No,5,42.39421,-83.073446,"10302 Cardoni
(42.39421, -83.073446)",North End
10303 Cameron,05004438.,Homrich,$7010.00,05/01/2014,No,5,42.39332,-83.075653,"10303 Cameron
(42.39332, -83.075653)",North End
1052 Manistique,21061008.,Homrich,$20600.00,07/24/2015,No,4,42.374964,-82.941577,"1052 Manistique
(42.374964, -82.941577)",Riverbend
1052 Philip,21060037.,"Adamo Group, Inc.",$16364.00,08/26/2015,No,4,42.374628,-82.942497,"1052 Philip
(42.374628, -82.942497)",Riverbend
1060 Lakewood,21054498.,"Adamo Group, Inc.",$19142.00,08/25/2015,No,4,42.373527,-82.945521,"1060 Lakewood
(42.373527, -82.945521)",Riverbend
1060 Manistique,21061009.,Homrich,$15200.00,07/24/2015,No,4,42.375039,-82.941625,"1060 Manistique
(42.375039, -82.941625)",Riverbend
110 Englewood,01003543.,Able Demolition,$16468.05,06/24/2015,No,5,42.392371,-83.085714,"110 Englewood
(42.392371, -83.085714)",Gateway Community
1101 Chalmers,21056190.,Rickman Enterprise Group,$17630.00,05/03/2016,No,4,42.374243,-82.945401,"1101 Chalmers
(42.374243, -82.945401)",Riverbend
11042 Kercheval,21000690.,RDC Construction Services,$29500.00,07/18/2015,Yes,4,42.368198,-82.974662,"11042 Kercheval
(42.368198, -82.974662)",East Village
11131 Kercheval,21042676-93,1 Way Service,$319000.00,08/04/2015,Yes,4,42.369518,-82.974539,"11131 Kercheval
(42.369518, -82.974539)",East Village
11200 E Warren,21002604.,1 Way Service,$12125.00,02/26/2015,Yes,4,42.386705,-82.984715,"11200 E Warren
(42.386705, -82.984715)",West End
1157 Gray,21048828.,DMC Consultants,$23650.00,07/29/2015,No,4,42.371274,-82.954854,"1157 Gray
(42.371274, -82.954854)",Riverbend
117 Englewood,01003563.,Rickman Enterprise Group,$14170.00,02/09/2016,No,5,42.392891,-83.085904,"117 Englewood
(42.392891, -83.085904)",Gateway Community
1185 Chalmers,21056180.,"Adamo Group, Inc.",$17956.00,08/24/2015,No,4,42.375266,-82.946079,"1185 Chalmers
(42.375266, -82.946079)",Riverbend
1195 Chalmers,21056178.,DMC Consultants,$21920.00,09/20/2016,No,4,42.375444,-82.946196,"1195 Chalmers
(42.375444, -82.946196)",Riverbend
120 Harmon,01003370.,Blue Star,$15000.00,08/30/2014,No,5,42.39084,-83.084434,"120 Harmon
(42.39084, -83.084434)",Gateway Community
1230 Gray,21048448.,Futurenet Group,$3337.00,03/07/2014,No,4,42.372351,-82.954861,"1230 Gray
(42.372351, -82.954861)",Riverbend
1265 Manistique,21061690.,Homrich,$16900.00,07/24/2015,No,4,42.377442,-82.943851,"1265 Manistique
(42.377442, -82.943851)",Riverbend
128 Woodland,01003621.,Able Demolition,$8155.75,09/10/2014,No,5,42.393315,-83.085953,"128 Woodland
(42.393315, -83.085953)",Gateway Community
1281 Ashland,21062422.,DMC Consultants,$11956.25,01/19/2017,No,4,42.377999,-82.943062,"1281 Ashland
(42.377999, -82.943062)",Riverbend
1281 Philip,21060714.,Homrich,$19100.00,07/27/2015,No,4,42.377273,-82.944876,"1281 Philip
(42.377273, -82.944876)",Riverbend
129 Englewood,01003564.,Homrich,$10500.00,05/01/2014,No,5,42.392947,-83.085755,"129 Englewood
(42.392947, -83.085755)",Gateway Community
1292 Philip,21060066.,Homrich,$9200.00,06/06/2016,No,4,42.377597,-82.944434,"1292 Philip
(42.377597, -82.944434)",Riverbend
13301 Kercheval,21000796.,"Adamo Group, Inc.",$22564.36,05/19/2014,Yes,4,42.377058,-82.953104,"13301 Kercheval
(42.377058, -82.953104)",Riverbend
135 Englewood,01003565.,MCM,$14868.00,07/30/2014,No,5,42.393003,-83.085607,"135 Englewood
(42.393003, -83.085607)",Gateway Community
1350 Ashland,21062037.,DMC Consultants,$8564.00,08/16/2016,No,4,42.379081,-82.943112,"1350 Ashland
(42.379081, -82.943112)",Riverbend
1355 Ashland,21062410.,DMC Consultants,$8770.00,01/19/2017,No,4,42.378926,-82.943663,"1355 Ashland
(42.378926, -82.943663)",Riverbend
136 Woodland,01003620.,Blue Star,$9300.00,08/20/2014,No,5,42.393364,-83.085821,"136 Woodland
(42.393364, -83.085821)",Gateway Community
1362 Lakewood,21054538.,"Adamo Group, Inc.",$9901.00,03/31/2016,No,4,42.377247,-82.947969,"1362 Lakewood
(42.377247, -82.947969)",Riverbend
1370 Newport,21053746.,Futurenet Group,$21300.00,04/09/2015,No,4,42.376897,-82.949103,"1370 Newport
(42.376897, -82.949103)",Riverbend
1385 Eastlawn,21053380.,1 Way Service,$86000.00,07/14/2015,Yes,4,42.376393,-82.950778,"1385 Eastlawn
(42.376393, -82.950778)",Riverbend
1424 Lakewood,21054547.,Homrich,$18500.00,07/27/2015,No,4,42.378024,-82.948479,"1424 Lakewood
(42.378024, -82.948479)",Riverbend
14242 Mack,21001042.,"Adamo Group, Inc.",$60923.78,05/09/2014,Yes,4,42.385933,-82.954459,"14242 Mack
(42.385933, -82.954459)",Riverbend
14503 Ardmore,22035294.,Homrich,$20600.00,06/09/2015,No,1,42.394812,-83.18449,"14503 Ardmore
(42.394812, -83.18449)",Bethune Community
14508 Tuller,16026749.,Able Demolition,$22500.00,06/23/2015,No,7,42.395595,-83.146425,"14508 Tuller
(42.395595, -83.146425)",Chalfonte
14509 Santa Rosa,16020740.,Able Demolition,$22500.00,09/01/2015,No,7,42.395625,-83.142448,"14509 Santa
(42.395625, -83.142448)",Chalfonte
14509 Tuller,16027123.,Salenbien Trucking & Excavating Inc.,$15345.00,04/11/2017,No,7,42.395589,-83.147053,"14509 Tuller
(42.395589, -83.147053)",Chalfonte
14517 Santa Rosa,16020739.,Able Demolition,$22500.00,09/01/2015,No,7,42.395716,-83.142453,"14517 Santa
(42.395716, -83.142453)",Chalfonte
1452 Montclair,21040554.,Able Demolition,$14620.00,02/09/2016,No,4,42.365463,-82.975839,"1452 Montclair
(42.365463, -82.975839)",East Village
14523 Santa Rosa,16020738.,Homrich,$10730.00,08/01/2016,No,7,42.395806,-83.142457,"14523 Santa
(42.395806, -83.142457)",Chalfonte
14524 Santa Rosa,16020008.,Salenbien Trucking & Excavating Inc.,$9325.00,04/07/2017,No,7,42.39581,-83.141831,"14524 Santa
(42.39581, -83.141831)",Chalfonte
14525 Ilene,16040824.,Homrich,$8330.00,06/28/2016,No,7,42.39563,-83.161788,"14525 Ilene
(42.39563, -83.161788)",Bethune Community
14528 Kentucky,16036444.,Homrich,$17430.00,06/22/2016,No,7,42.395774,-83.158034,"14528 Kentucky
(42.395774, -83.158034)",Chalfonte
14529 Santa Rosa,16020737.,Homrich,$11830.00,08/01/2016,No,7,42.395897,-83.142461,"14529 Santa
(42.395897, -83.142461)",Chalfonte
14541 Wisconsin,16035271-2,Salenbien Trucking & Excavating Inc.,$17725.00,04/10/2017,No,7,42.395821,-83.156543,"14541 Wisconsin
(42.395821, -83.156543)",Chalfonte
14545 Roselawn,16030860.,Homrich,$10560.00,07/05/2016,No,7,42.396,-83.151451,"14545 Roselawn
(42.396, -83.151451)",Chalfonte
14547 Turner,16028110.,Brown Environmental Construction,$15818.00,04/14/2016,No,7,42.396121,-83.14822,"14547 Turner
(42.396121, -83.14822)",Chalfonte
14550 Cloverlawn,16031211.,Salenbien Trucking & Excavating Inc.,$20845.00,04/13/2017,No,7,42.396091,-83.151899,"14550 Cloverlawn
(42.396091, -83.151899)",Chalfonte
14551 Freeland,22036277.,Rickman Enterprise Group,$12190.00,07/27/2015,No,1,42.395438,-83.185519,"14551 Freeland
(42.395438, -83.185519)",Bethune Community
14558 Freeland,22035577.,Rickman Enterprise Group,$18010.00,11/22/2016,No,1,42.395566,-83.184959,"14558 Freeland
(42.395566, -83.184959)",Bethune Community
14558 Griggs,16041042.,RDC Construction Services,$14400.00,12/14/2015,No,7,42.396093,-83.162242,"14558 Griggs
(42.396093, -83.162242)",Bethune Community
14565 Ohio,16034357.,Homrich,$9860.00,07/05/2016,No,7,42.396249,-83.155537,"14565 Ohio
(42.396249, -83.155537)",Chalfonte
14570 Ardmore,22034582.,"Adamo Group, Inc.",$12341.00,07/12/2016,No,2,42.395818,-83.183959,"14570 Ardmore
(42.395818, -83.183959)",Bethune Community
14570 Northlawn,16031737.,Homrich,$14230.00,06/29/2016,No,7,42.396373,-83.152919,"14570 Northlawn
(42.396373, -83.152919)",Chalfonte
14570 Ohio,16033719.,Homrich,$7930.00,07/05/2016,No,7,42.396359,-83.154969,"14570 Ohio
(42.396359, -83.154969)",Chalfonte
14581 Birwood,16042603.,Able Demolition,$9084.95,09/26/2014,No,2,42.39636,-83.163978,"14581 Birwood
(42.39636, -83.163978)",Bethune Community
14581 Ohio,16034355.,Able Demolition,$11254.00,12/14/2015,No,7,42.396441,-83.155546,"14581 Ohio
(42.396441, -83.155546)",Chalfonte
